site_no,HICAP_WELL_NO
21086,71378.0
21088,71390.0
21094,71405.0
21095,71407.0
21096,71409.0
21101,71415.0
21102,71419.0
21106,71448.0
21107,71459.0
21110,71472.0
21112,71475.0
21113,71491.0
21115,71500.0
21117,71506.0
21118,71508.0
21119,71510.0
21120,71524.0
21122,71530.0
21125,71560.0
21127,71562.0
21128,71569.0
21129,71580.0
21139,71603.0
21145,71645.0
21150,71653.0
21154,71670.0
21158,71674.0
21163,71707.0
21165,71734.0
21166,71741.0
21170,71746.0
21173,71756.0
21175,71762.0
21176,71775.0
21179,71784.0
21182,71801.0
21183,71812.0
21184,71814.0
21186,71830.0
21187,71831.0
21191,71907.0
21201,72530.0
21202,72529.0
21205,72393.0
21206,72400.0
21208,72390.0
21211,72559.0
21216,72171.0
21217,72172.0
21221,72679.0
21223,72516.0
21226,72498.0
21229,72480.0
21262,72422.0
21296,72560.0
21440,71930.0
21553,72303.0
21556,72527.0
21558,72496.0
21559,72551.0
21565,72566.0
21569,72534.0
21572,72552.0
21575,72716.0
21579,72640.0
21582,71927.0
21584,72470.0
21585,72471.0
21586,72472.0
21587,72513.0
21590,72407.0
21592,72464.0
21595,72483.0
21596,72605.0
21612,72583.0
21613,72578.0
21617,72653.0
21622,72357.0
21623,72503.0
21624,72575.0
21626,72637.0
21629,72494.0
21630,72613.0
21631,72562.0
21637,72589.0
21638,72584.0
21639,72585.0
21640,72588.0
21642,72594.0
21644,72580.0
21647,72593.0
21653,72709.0
21657,72607.0
21660,72610.0
21662,72596.0
21663,72487.0
21666,72600.0
21679,71473.0
21681,72536.0
21683,72598.0
21685,72645.0
21686,72646.0
21687,72500.0
21693,72604.0
21695,72628.0
21696,72629.0
21698,72673.0
21700,72556.0
21711,72634.0
21714,72606.0
21716,72612.0
21741,72631.0
21743,72644.0
21744,72665.0
21746,72615.0
21748,72666.0
21752,72661.0
21756,72680.0
21757,72692.0
21760,72396.0
21768,72630.0
21771,71810.0
21773,71840.0
21774,71849.0
21775,71617.0
21776,71618.0
21783,72635.0
21784,72708.0
21788,72677.0
21797,72707.0
21799,72696.0
21801,72694.0
21804,67601.0
21806,72688.0
21807,72703.0
21812,72017.0
21814,72748.0
21818,72794.0
21819,72891.0
21821,72702.0
21824,72717.0
21825,72718.0
21840,72335.0
21845,72782.0
21846,72704.0
21847,72720.0
21850,72723.0
21862,72654.0
21863,72655.0
21867,72734.0
21868,72835.0
21877,72721.0
21884,72774.0
21885,72764.0
21886,72833.0
21887,72742.0
21888,72737.0
21890,72743.0
21891,72731.0
21892,72744.0
21893,72836.0
21897,72751.0
21898,72771.0
21900,74224.0
21901,12969.0
21912,72727.0
21913,72770.0
21914,71846.0
21916,72169.0
21917,71727.0
21918,72021.0
21920,71736.0
21921,71656.0
21922,72022.0
21923,72262.0
21924,71658.0
21926,72045.0
21927,72103.0
21935,71946.0
21936,71947.0
21938,72105.0
21940,72167.0
21941,72168.0
21942,71755.0
21944,72073.0
21949,72093.0
21952,72043.0
21964,71935.0
21965,72195.0
21966,12978.0
21967,71992.0
21984,71509.0
21986,71913.0
21987,71914.0
21988,2257.0
21989,71638.0
21990,71896.0
21994,71954.0
21995,71982.0
21996,71991.0
21997,71993.0
22000,71996.0
22001,72046.0
22002,72064.0
22003,72154.0
22004,72202.0
22006,72107.0
22010,72180.0
22011,5011.0
22013,5732.0
22015,71959.0
22016,6505.0
22018,6543.0
22022,72190.0
22024,71894.0
22025,71895.0
22026,71961.0
22028,71963.0
22031,71980.0
22033,71989.0
22035,72036.0
22036,72054.0
22037,72092.0
22039,72186.0
22041,72111.0
22046,72020.0
22047,71932.0
22048,952.0
22049,12902.0
22050,12968.0
22053,71893.0
22054,71957.0
22055,72091.0
22062,14704.0
22063,15052.0
22064,15096.0
22066,72030.0
22069,17004.0
22072,17615.0
22082,21205.0
22086,72078.0
22087,22501.0
22088,22502.0
22089,1503.0
22091,71806.0
22092,71868.0
22093,23010.0
22094,23301.0
22095,23303.0
22096,23313.0
22097,23315.0
22098,72034.0
22099,72088.0
22102,72082.0
22103,24262.0
22104,72301.0
22105,72304.0
22106,71929.0
22107,72065.0
22113,71986.0
22114,72083.0
22116,72087.0
22119,71834.0
22120,72173.0
22121,72175.0
22122,72176.0
22123,29737.0
22124,29759.0
22125,71843.0
22127,72056.0
22128,30704.0
22133,36463.0
22135,71956.0
22136,36462.0
22138,36540.0
22139,36750.0
22140,36587.0
22141,36674.0
22144,72187.0
22145,72188.0
22146,
22148,
22149,
22153,
22155,
22156,
22158,
22163,
22164,
22174,
22175,
22178,
22179,
22180,
22182,
22279,
22380,
22384,
22388,
22393,
22397,
22403,72767.0
22404,72699.0
22413,
22416,
22417,
22418,
22419,
22422,72790.0
22423,72791.0
22425,72786.0
22426,72788.0
22429,72765.0
22431,72800.0
22432,72813.0
22433,72824.0
22434,72801.0
22435,73054.0
22438,72871.0
22446,72540.0
22449,
22454,72816.0
22456,
22457,
22464,72829.0
22465,72933.0
22468,72811.0
22469,72826.0
22471,72883.0
22472,72785.0
22478,72957.0
22479,72878.0
22483,72916.0
22485,72839.0
22486,73016.0
22492,
22493,
22497,
22501,73055.0
22504,72844.0
22505,72863.0
22508,72861.0
22511,72876.0
22516,72872.0
22518,72902.0
22520,72904.0
22521,72893.0
22525,72886.0
22527,72935.0
22528,72622.0
22529,72932.0
22533,72895.0
22534,72930.0
22535,72959.0
22537,73124.0
22538,73125.0
22542,73071.0
22545,73142.0
22546,72939.0
22549,
22550,
22551,72825.0
22557,72937.0
22558,73011.0
22559,73345.0
22560,73002.0
22570,72831.0
22572,72971.0
22573,73026.0
22585,73066.0
22586,73067.0
22587,73068.0
22588,73045.0
22592,73049.0
22594,73076.0
22596,72991.0
22597,72989.0
22598,72975.0
22599,72987.0
22600,72984.0
22602,72962.0
22604,72830.0
22607,72804.0
22608,72805.0
22610,73099.0
22611,73118.0
22613,72974.0
22615,73093.0
22617,72901.0
22618,73104.0
22629,73090.0
22632,73149.0
22636,73097.0
22638,73103.0
22639,73017.0
22640,73101.0
22641,73106.0
22642,73282.0
22643,73281.0
22644,73015.0
22648,73128.0
22656,73145.0
22660,72910.0
22661,72911.0
22662,73153.0
22674,73258.0
22677,24302.0
22678,73155.0
22681,73088.0
22682,73344.0
22683,73346.0
22684,73347.0
22689,73031.0
22690,73253.0
22698,73121.0
22701,71634.0
22703,73006.0
22705,73184.0
22707,73169.0
22708,73186.0
22717,73174.0
22721,73058.0
22722,72912.0
22725,73236.0
22726,73417.0
22727,73238.0
22729,73224.0
22730,73260.0
22731,73266.0
22732,73203.0
22734,73435.0
22736,73297.0
22738,73493.0
22741,73265.0
22747,73277.0
22750,73023.0
22758,72890.0
22761,73617.0
22762,73110.0
22765,73296.0
22768,73320.0
22769,73321.0
22771,73386.0
22773,71514.0
22777,73206.0
22780,71918.0
22786,73056.0
22788,73173.0
22789,73170.0
22793,73382.0
22795,73369.0
22797,73172.0
22798,73319.0
22802,72039.0
22808,
22809,
22849,73389.0
22854,73332.0
22855,73343.0
22857,73447.0
22859,73234.0
22877,73126.0
22878,73143.0
22883,73423.0
22888,
22907,73194.0
22923,
22924,71497.0
22926,73412.0
22931,73117.0
22935,73975.0
22938,73627.0
22939,73690.0
22953,73497.0
22955,
22962,72850.0
22973,72857.0
22974,
22975,
22977,
22978,
22980,72865.0
22984,72869.0
22985,72870.0
22986,72199.0
22992,72888.0
22995,72903.0
22996,73027.0
22998,72909.0
22999,72920.0
23000,
23001,
23002,
23003,
23004,
23009,72906.0
23011,72927.0
23014,
23016,
23017,
23018,
23019,
23021,72019.0
23026,72940.0
23028,72943.0
23032,72947.0
23035,72950.0
23046,72963.0
23050,
23057,71903.0
23060,71916.0
23061,4598.0
23062,71948.0
23065,71971.0
23066,71987.0
23074,72983.0
23085,72990.0
23089,73007.0
23090,73008.0
23100,73032.0
23101,73035.0
23105,73039.0
23109,73053.0
23114,73072.0
23117,73069.0
23119,73091.0
23120,73089.0
23133,73111.0
23134,73112.0
23148,73119.0
23171,73139.0
23178,73146.0
23180,73147.0
23181,73148.0
23182,1132.0
23183,67267.0
23184,73152.0
23211,73195.0
23212,73196.0
23213,73197.0
23214,73198.0
23215,73199.0
23216,73200.0
23217,73201.0
23218,73202.0
23221,73207.0
23248,73548.0
23250,73245.0
23257,73259.0
23258,73262.0
23266,
23267,
23276,73275.0
23282,73285.0
23283,73286.0
23284,73287.0
23285,73288.0
23286,73289.0
23287,73290.0
23288,73291.0
23299,73307.0
23301,73309.0
23302,73310.0
23303,73311.0
23304,73313.0
23308,73315.0
23311,73322.0
23314,73324.0
23315,73327.0
23323,73338.0
23327,73333.0
23334,73350.0
23336,73352.0
23338,73353.0
23339,73354.0
23340,73367.0
23354,73359.0
23362,73381.0
23367,73390.0
23370,73393.0
23372,73394.0
23373,73396.0
23376,73413.0
23377,73414.0
23379,73416.0
23394,73439.0
23396,73440.0
23397,73441.0
23398,73442.0
23399,73443.0
23401,73445.0
23404,73448.0
23410,73454.0
23411,73455.0
23413,73457.0
23414,73459.0
23415,73460.0
23418,73463.0
23425,73469.0
23427,73471.0
23440,73481.0
23441,73482.0
23442,73483.0
23444,73485.0
23448,73489.0
23449,73490.0
23453,73501.0
23454,73502.0
23457,73508.0
23458,73509.0
23459,73510.0
23463,73514.0
23477,73524.0
23478,73525.0
23479,73526.0
23480,73530.0
23487,73535.0
23492,73546.0
23493,73547.0
23527,73564.0
23530,73567.0
23533,73570.0
23534,73572.0
23537,73540.0
23539,73574.0
23540,73575.0
23541,73576.0
23544,69404.0
23545,69405.0
23547,69407.0
23557,73583.0
23559,73585.0
23563,73589.0
23567,73593.0
23569,73595.0
23570,73596.0
23571,73597.0
23574,73600.0
23575,73601.0
23615,73580.0
23618,73610.0
23621,73607.0
23623,73613.0
23624,73614.0
23626,
23627,
23629,73619.0
23630,73622.0
23632,73623.0
23634,73625.0
23637,73626.0
23663,73628.0
23673,73629.0
23678,73632.0
23684,73635.0
23685,73636.0
23687,73638.0
23691,
23718,73668.0
23719,73669.0
23722,73672.0
23726,73676.0
23727,73677.0
23731,73680.0
23743,73688.0
23744,73689.0
23751,73697.0
23762,73707.0
23764,73710.0
23769,73712.0
23776,69195.0
23779,73719.0
23780,73720.0
23787,73729.0
23788,73730.0
23789,73731.0
23790,73732.0
23794,73736.0
23795,73737.0
23800,73742.0
23801,73715.0
23803,73744.0
23808,73747.0
23809,73748.0
23810,73749.0
23813,73752.0
23816,73756.0
23817,73757.0
23819,73759.0
23822,73762.0
23830,73766.0
23831,73767.0
23833,73769.0
23834,73770.0
23836,73772.0
23841,73778.0
23843,73780.0
23848,73787.0
23864,
23866,73804.0
23868,73806.0
23872,73809.0
23873,73810.0
23886,73819.0
23887,
23889,
23894,73827.0
23895,73828.0
23897,71626.0
23898,73830.0
23925,73839.0
23929,73846.0
23936,73853.0
23940,73858.0
23957,73871.0
23960,73874.0
23971,73885.0
23973,73887.0
23977,73896.0
23978,73897.0
23982,73901.0
23983,73902.0
23984,73903.0
23991,73908.0
23995,73911.0
24000,73914.0
24008,73922.0
24009,73923.0
24012,73928.0
24023,73939.0
24040,73949.0
24042,73952.0
24044,73954.0
24045,73955.0
24053,73960.0
24055,73962.0
24057,73964.0
24067,73971.0
24069,73973.0
24070,73974.0
24088,73986.0
24090,73988.0
24091,73989.0
24112,74005.0
24120,74010.0
24122,74008.0
24123,73996.0
24133,74039.0
24145,74053.0
24160,74072.0
24165,74077.0
24168,74080.0
24173,74084.0
24174,74085.0
24179,74102.0
24180,74101.0
24182,74103.0
24204,74110.0
24206,74112.0
24215,74122.0
24222,71998.0
24223,74131.0
24225,74132.0
24227,74134.0
24229,74136.0
24237,74144.0
24255,74165.0
24256,74166.0
24257,74167.0
24259,74169.0
24266,74174.0
24276,74177.0
24296,74197.0
24297,74198.0
24300,74201.0
24304,74207.0
24306,74209.0
24307,74210.0
24318,74221.0
24320,74223.0
24326,74229.0
24328,74231.0
24354,74251.0
24359,74256.0
24366,74267.0
24367,74268.0
24370,74271.0
24379,
24383,74280.0
24389,74286.0
24390,74287.0
24391,74288.0
24394,74291.0
24395,74292.0
24399,74296.0
24402,74299.0
24408,74304.0
24409,
24422,74315.0
24423,74316.0
24424,74317.0
24430,74323.0
24433,74325.0
24438,74331.0
24439,
24440,
24441,
24460,74351.0
24464,74355.0
24491,74380.0
24507,74387.0
24508,74388.0
24518,74395.0
24527,14202.0
24528,74402.0
24535,74409.0
24541,74413.0
24542,74414.0
24544,74416.0
24546,74418.0
24549,74420.0
24551,74422.0
24552,74423.0
24560,90993.0
24572,91003.0
24585,91017.0
24586,91018.0
24587,91019.0
24591,
24592,
24593,
24594,
24595,
24596,
24597,
24598,
24599,
24600,
24601,
24602,
24603,
24604,
24605,
24607,
24608,
24609,
24610,
24613,
24614,
24615,
24616,
24617,
24618,
24620,
24621,
24641,91030.0
24644,
24659,91035.0
24662,91036.0
24679,91046.0
24694,91053.0
24695,91054.0
24707,
24729,91065.0
24736,91070.0
24737,91071.0
24750,91076.0
24792,
24793,
24795,
24796,
24797,
24807,91100.0
24815,91103.0
24820,91106.0
24836,91117.0
24837,91118.0
24841,91119.0
24846,91120.0
24847,91121.0
24848,91122.0
24857,91131.0
24861,72174.0
24863,
24864,
24897,91161.0
24910,91177.0
24911,91179.0
24912,91181.0
24919,91185.0
24945,91220.0
24977,91296.0
24978,91298.0
24980,91302.0
24982,91306.0
24986,91310.0
24991,91320.0
25012,91340.0
25018,91348.0
25025,91360.0
25037,91373.0
25038,91375.0
25043,91384.0
25044,91385.0
25046,91387.0
25058,91397.0
25060,91399.0
25074,91413.0
25080,91418.0
25083,91421.0
25084,91422.0
25098,91431.0
25099,91432.0
25102,91435.0
25157,91478.0
25161,91482.0
25163,91483.0
25177,91497.0
25225,74456.0
25266,71917.0
25280,35346.0
25281,70708.0
25290,71744.0
25294,91541.0
25303,91550.0
25305,91552.0
25307,91554.0
25313,91560.0
25314,91561.0
25336,91579.0
25343,
25347,91589.0
25348,91590.0
25350,91591.0
25351,91592.0
25357,
25358,
25359,
25361,91596.0
25362,91597.0
25365,91600.0
25409,91638.0
25410,
25411,
25424,91647.0
25434,91652.0
25452,91670.0
25491,91708.0
25524,91741.0
25537,91742.0
25541,91746.0
25549,91752.0
25560,91762.0
25563,91764.0
25567,91768.0
25572,91772.0
25574,91774.0
25579,91779.0
25607,91804.0
25613,91808.0
25617,91811.0
25618,91812.0
25639,
25647,91838.0
25660,91851.0
25663,91854.0
25665,91856.0
25672,91863.0
25705,91883.0
25713,91891.0
25714,91892.0
25727,91905.0
25730,91908.0
25741,91918.0
25742,91919.0
25761,91936.0
25762,91937.0
25769,
25775,91948.0
25783,91956.0
25798,91971.0
25800,91973.0
25801,91974.0
25803,91976.0
25805,91978.0
25814,91987.0
25818,91991.0
25824,91997.0
25839,92008.0
25860,92029.0
25862,92031.0
25864,92032.0
25868,92036.0
25882,92050.0
25883,92051.0
25884,92052.0
25888,92055.0
25892,92059.0
25899,92066.0
25904,92070.0
25906,92072.0
25910,92075.0
25911,92076.0
25912,92077.0
25914,92079.0
25926,92087.0
25928,92089.0
25939,92099.0
25955,92111.0
25957,92113.0
25970,92126.0
25973,92128.0
25978,92130.0
25991,92136.0
26031,
26032,
26034,
26052,92182.0
26053,92183.0
26057,92186.0
26059,92187.0
26061,92189.0
26067,92195.0
26068,92196.0
26074,92201.0
26104,92220.0
26105,92221.0
26106,92222.0
26132,92242.0
26163,92273.0
26177,92287.0
26187,92298.0
26210,92321.0
26211,92322.0
26229,92339.0
26231,92341.0
26234,92344.0
26235,92345.0
26236,92346.0
26237,92347.0
26238,92348.0
26241,92351.0
26242,92352.0
26243,92353.0
26245,92355.0
26246,92356.0
26247,92357.0
26251,92359.0
26263,92371.0
26267,92375.0
26268,92376.0
26269,92377.0
26276,92384.0
26277,92385.0
26278,92386.0
26293,92399.0
26313,92418.0
26349,92455.0
26351,92457.0
26366,92472.0
26414,92520.0
26439,92544.0
26443,92548.0
26447,92552.0
26449,92554.0
26452,92557.0
26458,92563.0
26459,92564.0
26482,92587.0
26484,92589.0
26501,92606.0
26545,92645.0
26553,92653.0
26618,92719.0
26641,92742.0
